atomic_finding_id,candidate_id,cluster_id,bug_type_id,mapping_status
AF-000001,VF-01-almheiri-r01-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000002,VF-01-almheiri-r01-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000003,VF-01-almheiri-r01-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000004,VF-01-almheiri-r01-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000005,VF-01-almheiri-r01-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000008,VF-01-almheiri-r01-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000029,VF-01-almheiri-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000030,VF-01-almheiri-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000050,VF-01-almheiri-r01-008,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000051,VF-01-almheiri-r01-008,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000052,VF-01-almheiri-r01-008,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000053,VF-01-almheiri-r01-008,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000054,VF-01-almheiri-r01-008,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000057,VF-01-almheiri-r01-008,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000061,VF-01-almheiri-r01-008,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000070,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000071,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000072,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000073,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000074,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000075,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000076,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000078,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000079,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000080,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000081,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000082,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000083,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000084,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000086,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000088,VF-01-almheiri-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000109,VF-01-almheiri-r02-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000110,VF-01-almheiri-r02-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000111,VF-01-almheiri-r02-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000122,VF-01-almheiri-r02-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000123,VF-01-almheiri-r02-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000124,VF-01-almheiri-r02-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000125,VF-01-almheiri-r02-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000126,VF-01-almheiri-r02-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000270,VF-02-maloney-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000271,VF-02-maloney-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000272,VF-02-maloney-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000273,VF-02-maloney-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000274,VF-02-maloney-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000275,VF-02-maloney-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000276,VF-02-maloney-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000277,VF-02-maloney-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000279,VF-02-maloney-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000281,VF-02-maloney-r01-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000282,VF-02-maloney-r01-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000283,VF-02-maloney-r01-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000284,VF-02-maloney-r01-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000286,VF-02-maloney-r01-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000411,VF-02-maloney-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000412,VF-02-maloney-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000413,VF-02-maloney-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000414,VF-02-maloney-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000415,VF-02-maloney-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000416,VF-02-maloney-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000418,VF-02-maloney-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000419,VF-02-maloney-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000469,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000470,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000471,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000472,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000473,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000474,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000475,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000476,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000477,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000478,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000479,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000480,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000481,VF-02-maloney-r02-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000507,VF-02-maloney-r02-017,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000508,VF-02-maloney-r02-017,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000509,VF-02-maloney-r02-017,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000510,VF-02-maloney-r02-017,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000511,VF-02-maloney-r02-017,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000513,VF-02-maloney-r02-017,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000514,VF-02-maloney-r02-017,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000529,VF-02-maloney-r02-019,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000530,VF-02-maloney-r02-019,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000531,VF-02-maloney-r02-019,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000532,VF-02-maloney-r02-019,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000533,VF-02-maloney-r02-019,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000534,VF-02-maloney-r02-019,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000540,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000541,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000542,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000543,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000544,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000545,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000546,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000547,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000548,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000549,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000550,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000551,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000552,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000553,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000554,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000555,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000556,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000558,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000560,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000561,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000562,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000563,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000564,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000565,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000566,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000567,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000568,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000569,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000570,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000571,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000572,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000573,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000574,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000575,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000576,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000577,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000578,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000579,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000580,VF-02-maloney-r02-021,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000586,VF-02-maloney-r02-024,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000587,VF-02-maloney-r02-024,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000588,VF-02-maloney-r02-024,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000622,VF-02-maloney-r03-002,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000624,VF-02-maloney-r03-002,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000698,VF-02-maloney-r03-010,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000699,VF-02-maloney-r03-010,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000700,VF-02-maloney-r03-010,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000701,VF-02-maloney-r03-010,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000702,VF-02-maloney-r03-010,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000704,VF-02-maloney-r03-010,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000705,VF-02-maloney-r03-010,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000706,VF-02-maloney-r03-010,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000884,VF-03-shahbazi-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-000886,VF-03-shahbazi-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001045,VF-03-shahbazi-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001046,VF-03-shahbazi-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001047,VF-03-shahbazi-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001048,VF-03-shahbazi-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001049,VF-03-shahbazi-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001050,VF-03-shahbazi-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001051,VF-03-shahbazi-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001052,VF-03-shahbazi-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001053,VF-03-shahbazi-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001167,VF-04-wang-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001168,VF-04-wang-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001169,VF-04-wang-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001170,VF-04-wang-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001171,VF-04-wang-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001172,VF-04-wang-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001173,VF-04-wang-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001174,VF-04-wang-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001276,VF-04-wang-r02-015,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001495,VF-04-wang-r03-012,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001496,VF-04-wang-r03-012,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001497,VF-04-wang-r03-012,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001498,VF-04-wang-r03-012,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001610,VF-05-silverstein-r02-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-001728,VF-06-chen-r01-003,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002073,VF-06-chen-r03-018,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002074,VF-06-chen-r03-018,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002075,VF-06-chen-r03-018,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002091,VF-07-maxfield-r01-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002343,VF-07-maxfield-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002570,VF-08-liu-r02-009,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002571,VF-08-liu-r02-009,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002653,VF-08-liu-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002654,VF-08-liu-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002655,VF-08-liu-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002656,VF-08-liu-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002657,VF-08-liu-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002658,VF-08-liu-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002659,VF-08-liu-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002661,VF-08-liu-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002662,VF-08-liu-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002663,VF-08-liu-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002807,VF-09-deboer-r01-009,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002808,VF-09-deboer-r01-009,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002809,VF-09-deboer-r01-009,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002810,VF-09-deboer-r01-009,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002811,VF-09-deboer-r01-009,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002812,VF-09-deboer-r01-009,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002884,VF-09-deboer-r02-003,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002885,VF-09-deboer-r02-003,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002886,VF-09-deboer-r02-003,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002887,VF-09-deboer-r02-003,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002995,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002996,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002997,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002998,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-002999,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003000,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003002,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003003,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003004,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003005,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003006,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003007,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003008,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003010,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003012,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003013,VF-09-deboer-r03-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003022,VF-09-deboer-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003023,VF-09-deboer-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003024,VF-09-deboer-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003025,VF-09-deboer-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003026,VF-09-deboer-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003027,VF-09-deboer-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003028,VF-09-deboer-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003029,VF-09-deboer-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003030,VF-09-deboer-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003031,VF-09-deboer-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003033,VF-09-deboer-r03-007,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003115,VF-09-deboer-r03-016,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003116,VF-09-deboer-r03-016,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003117,VF-09-deboer-r03-016,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003118,VF-09-deboer-r03-016,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003119,VF-09-deboer-r03-016,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003120,VF-09-deboer-r03-016,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003121,VF-09-deboer-r03-016,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003122,VF-09-deboer-r03-016,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003123,VF-09-deboer-r03-016,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003124,VF-09-deboer-r03-016,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003126,VF-09-deboer-r03-016,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003177,VF-10-sorce-r01-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003180,VF-10-sorce-r01-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003181,VF-10-sorce-r01-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003182,VF-10-sorce-r01-005,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003270,VF-10-sorce-r02-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003271,VF-10-sorce-r02-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003272,VF-10-sorce-r02-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003273,VF-10-sorce-r02-004,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003298,VF-10-sorce-r02-010,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003299,VF-10-sorce-r02-010,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003300,VF-10-sorce-r02-010,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003423,VF-10-sorce-r03-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003424,VF-10-sorce-r03-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003425,VF-10-sorce-r03-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003426,VF-10-sorce-r03-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003427,VF-10-sorce-r03-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003428,VF-10-sorce-r03-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003623,VF-10-sorce-r03-019,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003624,VF-10-sorce-r03-019,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003625,VF-10-sorce-r03-019,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003626,VF-10-sorce-r03-019,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003627,VF-10-sorce-r03-019,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003628,VF-10-sorce-r03-019,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003663,VF-11-fadel-r01-014,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003978,VF-11-fadel-r03-011,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003979,VF-11-fadel-r03-011,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003980,VF-11-fadel-r03-011,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003981,VF-11-fadel-r03-011,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-003982,VF-11-fadel-r03-011,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004071,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004072,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004073,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004074,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004075,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004076,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004077,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004078,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004079,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004080,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004081,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004082,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004083,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004084,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004085,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004086,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004087,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004088,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004089,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004090,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004091,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004092,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004094,VF-12-rangamani-r02-001,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004250,VF-12-rangamani-r03-002,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004252,VF-12-rangamani-r03-002,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004253,VF-12-rangamani-r03-002,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004255,VF-12-rangamani-r03-002,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004256,VF-12-rangamani-r03-002,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004259,VF-12-rangamani-r03-002,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004421,VF-13-usatyuk-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004422,VF-13-usatyuk-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004423,VF-13-usatyuk-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004424,VF-13-usatyuk-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004425,VF-13-usatyuk-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004426,VF-13-usatyuk-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004427,VF-13-usatyuk-r02-006,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004513,VF-13-usatyuk-r03-008,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004515,VF-13-usatyuk-r03-008,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004516,VF-13-usatyuk-r03-008,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004574,VF-13-usatyuk-r03-017,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004575,VF-13-usatyuk-r03-017,CS-0001,BT-CAMP-0001,canonical_bug_type
AF-004576,VF-13-usatyuk-r03-017,CS-0001,BT-CAMP-0001,canonical_bug_type
